,tweet_id,name,verified,created_at,retweet_count,favorite_count,followers_count,hashtags,text,clean_text,textblob_sentiment,textblob_summary,vader_sentiment_pos,vader_sentiment_neg,vader_sentiment_neu,vader_sentiment_compound,vader_summary
859,376,The Moon,True,2022-03-06 19:09:34+00:00,127,897,1013020,"[{'text': 'crypto', 'indices': [7, 14]}]","Pick a #crypto team:

Team 🅰️              Team 🅱️
$AXS                     $MANA
$SOL                     $ETH… https://t.co/nrDpIlsxoP",['pick a #crypto team\r\n\r\nteam 🅰️              team 🅱️\r\naxs                     mana\r\nsol                     eth… httpstconrdpilsxop'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
923,27,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
948,52,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
975,79,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1004,108,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1044,148,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1093,197,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1146,250,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1208,312,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1271,375,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1336,440,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1405,509,The Moon,True,2022-03-07 08:31:01+00:00,308,2796,1013019,"[{'text': 'crypto', 'indices': [25, 32]}]","If you could have $1M in #crypto but it’s locked for 10 years, what would you choose?

$SOL       $ETH         $BTC… https://t.co/foDmILlhXQ",['if you could have 1m in #crypto but it’s locked for 10 years what would you choose\r\n\r\nsol       eth         btc… httpstcofodmillhxq'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1458,562,スカパー！韓流,True,2022-03-07 23:00:06+00:00,23,58,35752,"[{'text': 'BTS', 'indices': [17, 21]}, {'text': '防弾少年団', 'indices': [22, 28]}, {'text': 'EXO', 'indices': [30, 34]}, {'text': 'CNBLUE', 'indices': [35, 42]}, {'text': '2PM', 'indices': [43, 47]}, {'text': 'SHINee', 'indices': [48, 55]}, {'text': '少女時代', 'indices': [56, 61]}, {'text': 'SOL', 'indices': [62, 66]}, {'text': 'GDRAGON', 'indices': [67, 75]}]","🎶2013 SBS歌謡大祭典🎶

#BTS(#防弾少年団) #EXO #CNBLUE
#2PM #SHINee #少女時代
#SOL #GDRAGON ほか

レジェンド級アーティストが勢ぞろい✨
デビュー直後のBTSは「No M… https://t.co/Vyq4fM6vq4",['🎶2013 sbs歌謡大祭典🎶\r\n\r\n#bts#防弾少年団 #exo #cnblue\r\n#2pm #shinee #少女時代\r\n#sol #gdragon ほか\r\n\r\nレジェンド級アーティストが勢ぞろい✨\r\nデビュー直後のbtsは「no m… httpstcovyq4fm6vq4'],0.0,Neutral,0.0,0.0,1.0,0.0,Neutral
1752,293,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
1813,354,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
1876,417,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
1939,480,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
1944,485,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
2005,546,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
2010,551,Doc Hollywood,True,2022-03-08 16:37:28+00:00,22,122,32930,"[{'text': 'ETH', 'indices': [27, 31]}, {'text': 'BuildSOLETH', 'indices': [44, 56]}, {'text': 'Solana', 'indices': [59, 66]}]",Who’s the best dev team on #ETH? Go @ them 👇#BuildSOLETH 🌉 #Solana,['who’s the best dev team on #eth go @ them 👇#buildsoleth 🌉 #solana'],1.0,Positive,0.296,0.0,0.704,0.6369,Positive
2725,714,Rick Glassman,True,2022-03-09 04:13:05+00:00,16,156,28919,"[{'text': 'SOL', 'indices': [15, 19]}, {'text': 'DAA', 'indices': [31, 35]}]","Listen. I like #SOL and I like #DAA so much, I’m willing to keep some Trash in my wallet. https://t.co/OHCsAJbW4I",['listen i like #sol and i like #daa so much i’m willing to keep some trash in my wallet httpstcoohcsajbw4i'],0.25,Positive,0.238,0.0,0.762,0.6124,Positive
2737,11,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2749,23,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2776,50,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2807,81,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2840,114,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2886,160,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
2943,217,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3009,283,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3080,354,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3154,428,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3229,503,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3295,569,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3309,583,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3375,649,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3378,652,Wirex,True,2022-03-10 12:00:53+00:00,22,44,40804,"[{'text': 'cryptocurrency', 'indices': [39, 54]}, {'text': 'SOL', 'indices': [70, 74]}, {'text': 'WIN', 'indices': [89, 93]}, {'text': 'WXT', 'indices': [101, 105]}]","Share your thoughts on the 9th biggest #cryptocurrency by market cap, #SOL, and be in to #WIN $10 in #WXT ☀️

1️⃣Fo… https://t.co/wX1qKYO0Js",['share your thoughts on the 9th biggest #cryptocurrency by market cap #sol and be in to #win 10 in #wxt ☀️\r\n\r\n1️⃣fo… httpstcowx1qkyo0js'],0.8,Positive,0.0,0.0,1.0,0.0,Neutral
3411,32,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3435,56,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3461,82,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3490,111,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3530,151,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3582,203,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3640,261,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3705,326,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
3773,394,The Moon,True,2022-03-11 00:50:02+00:00,203,1286,1020386,"[{'text': 'crypto', 'indices': [6, 13]}]","Which #crypto would you invest 90% of your wealth in?

$SOL       $ETH       $BTC
👇            👇              👇",['which #crypto would you invest 90 of your wealth in\r\n\r\nsol       eth       btc\r\n👇            👇              👇'],0.0,Neutral,0.211,0.0,0.789,0.4939,Positive
